"yt";"issued";"title";"value";"color";"type"
2568;1989;"Barnave (1761-1793)";"2.20+0.50 ₣ - French franc";"Multicolor";"timbre"
2569;1989;"Drouet (1763-1824)";"2.20+0.50 ₣ - French franc";"Multicolor";"timbre"
2571;1989;"Flight Franco-Soviet CNES - Glavcosmos Intercosmos";"3.60 ₣ - French franc";"Multicolor";"timbre"
2572;1989;"European Parliament Elections";"2.20 ₣ - French franc";"Multicolor";"timbre"
2573;1989;"Bicentenary of the French Revolution: Liberty";"2.20 ₣ - French franc";"Multicolor";"timbre"
2574;1989;"Bicentenary of the French Revolution: Equality";"2.20 ₣ - French franc";"Multicolor";"timbre"
2575;1989;"Bicentenary of the French Revolution: Fraternity";"2.20 ₣ - French franc";"Multicolor";"timbre"
2577;1989;"Diligence from Paris to Lyon";"2.20+0.60 ₣ - French franc";"Dark blue";"timbre"
2578;1989;"Diligence from Paris to Lyon";"2.20+0.60 ₣ - French franc";"Dark purple violet";"timbre"
2579;1989;"Panorama of Paris: Arch of Defense";"2.20 ₣ - French franc";"Multicolor";"timbre"
2580;1989;"Panorama of Paris: Eiffel Tower";"2.20 ₣ - French franc";"Multicolor";"timbre"
2581;1989;"Panorama of Paris: the Louvre Pyramid";"2.20 ₣ - French franc";"Multicolor";"timbre"
2582;1989;"Panorama of Paris: Notre-Dame Cathedral";"2.20 ₣ - French franc";"Multicolor";"timbre"
2583;1989;"Panorama of Paris: Bastille Opera";"2.20 ₣ - French franc";"Multicolor";"timbre"
2584;1989;"C.E.P.T - Playground - Hopscotch";"2.20 ₣ - French franc";"Multicolor";"timbre"
2585;1989;"C.E.P.T - Playground - Ball";"3.60 ₣ - French franc";"Multicolor";"timbre"
2586;1989;"Forest of Fontainebleau";"2.20 ₣ - French franc";"Multicolor";"timbre"
2587;1989;"Castle of Vaux Le Vicomte";"3.70 ₣ - French franc";"Multicolor";"timbre"
2588;1989;"Malestroit (Morbihan)";"3.70 ₣ - French franc";"Multicolor";"timbre"
2589;1989;"ITU Plenipotentiary Conference, Nice";"3.70 ₣ - French franc";"Multicolor";"timbre"
2590;1989;"Cycling World Championships in Chambery";"2.20 ₣ - French franc";"Multicolor";"timbre"
2591;1989;"J-L David  (1748-1825)  The Oath of the Jeu de Paume";"5 ₣ - French franc";"Multicolor";"timbre"
2592;1989;"Bicentenary of the French Revolution: Condorcet (1743-1794)";"2.20 ₣ - French franc";"Multicolor";"timbre"
2593;1989;"Bicentenary of the French Revolution: Madame Roland (1754-17";"2.20 ₣ - French franc";"Multicolor";"timbre"
2594;1989;"Bicentenary of the French Revolution: Camille Desmoulins (17";"2.20 ₣ - French franc";"Multicolor";"timbre"
2595;1989;"Bicentenary of the French Revolution: Kellerman (1735-1820)";"2.20 ₣ - French franc";"Multicolor";"timbre"
2596;1989;"Declaration of the Rights of Man and Citizen: Preamble and A";"5 ₣ - French franc";"Multicolor";"timbre"
2597;1989;"Declaration of the Rights of Man and Citizen: Articles II to";"5 ₣ - French franc";"Multicolor";"timbre"
2598;1989;"Declaration of the Rights of Man and Citizen: Articles VII t";"5 ₣ - French franc";"Multicolor";"timbre"
2599;1989;"Declaration of the Rights of Man and Citizen: Articles XIII";"5 ₣ - French franc";"Multicolor";"timbre"
2600;1989;"Summit of industrialized countries: Arche de La Defense - Pa";"2.20 ₣ - French franc";"Multicolor";"timbre"
2601;1989;"the Brenne";"4 ₣ - French franc";"Dark violet blue";"timbre"
2602;1989;"Declaration of the Rights of Man and Citizen: Preamble and A";"2.50 ₣ - French franc";"Multicolor";"timbre"
2603;1989;"Declaration of the Rights of Man and Citizen: Articles II to";"2.50 ₣ - French franc";"Multicolor";"timbre"
2604;1989;"Declaration of the Rights of Man and Citizen: Articles VII t";"2.50 ₣ - French franc";"Multicolor";"timbre"
2605;1989;"Declaration of the Rights of Man and Citizen: XII to XVII";"2.50 ₣ - French franc";"Multicolor";"timbre"
2606;1989;"Charles Lapicque Regatta tail wind";"5 ₣ - French franc";"Multicolor";"timbre"
2607;1989;"The TGV Atlantique";"2.50 ₣ - French franc";"Multicolor";"timbre"
2608;1989;"Clermont-Ferrand: Centenary of the first electric streetcar";"3.70 ₣ - French franc";"Black | Ochre brown";"timbre"
2609;1989;"450th anniversary of the Ordinance of Villers-Cotterets";"2.20 ₣ - French franc";"Black | Red";"timbre"
2610;1989;"Augustin Cauchy (1789-1857)";"3.60 ₣ - French franc";"Multicolor";"timbre"
2611;1989;"Marshal de Lattre de Tassigny (1889-1952)";"2.20 ₣ - French franc";"Multicolor";"timbre"
2612;1989;"Lyon silk eighteenth century";"2.20+0.60 ₣ - French franc";"Multicolor";"timbre"
"2612a";1989;"Lyon silk eighteenth century";"2.20+0.60 ₣ - French franc";"Multicolor";"timbre"
2613;1989;"Harkis tribute to soldiers of France";"2.20 ₣ - French franc";"Multicolor";"timbre"
2614;1989;"Marianne of Briat";"2.30 ₣ - French franc";"Bright carmine red";"timbre"
2615;1990;"Liberty C";"C º - No Face Value";"Green";"timbre"
2616;1990;"Liberty C";"C º - No Face Value";"Red";"timbre"
2617;1990;"Marianne of Briat";"0.10 ₣ - French franc";"Violet brown";"timbre"
2618;1990;"Marianne of Briat";"0.20 ₣ - French franc";"Light blue green";"timbre"
2619;1990;"Marianne of Briat";"0.50 ₣ - French franc";"Medium purple violet";"timbre"
"2619a";1990;"Marianne of Briat";"0.50 ₣ - French franc";"Medium purple violet";"timbre"
2620;1990;"Marianne of Briat";"1 ₣ - French franc";"Orange";"timbre"
"2620a";1990;"Marianne of Briat";"1 ₣ - French franc";"Orange";"timbre"
2621;1990;"Marianne of Briat";"2 ₣ - French franc";"Light yellow green";"timbre"
2622;1990;"Marianne of Briat";"2.10 ₣ - French franc";"Dark yellowish green";"timbre"
2623;1990;"Marianne of Briat";"3.20 ₣ - French franc";"Bright ultramarine";"timbre"
2624;1990;"Marianne of Briat";"3.80 ₣ - French franc";"Carmine lilac";"timbre"
"2624a";1990;"Marianne de Briat";"3.80 ₣ - French franc";"Rose";"timbre"
2625;1990;"Marianne of Briat";"5 ₣ - French franc";"Green blue";"timbre"
2626;1990;"Marianne of Briat";"10 ₣ - French franc";"Violet";"timbre"
2627;1990;"Marianne of Briat coil stamp";"2.10 ₣ - French franc";"Dark yellowish green";"timbre"
2628;1989;"Marianne of Briat coil stamp";"2.30 ₣ - French franc";"Bright carmine red";"timbre"
2629;1989;"Marianne of Briat from booklet";"2.30 ₣ - French franc";"Bright carmine red";"timbre"
2631;1990;"the lace";"2.50 ₣ - French franc";"Red";"timbre"
2632;1990;"Olympic Logo Games Albertville";"2.50 ₣ - French franc";"Red";"timbre"
2633;1990;"Olympic Games Albertville - Figure Skating";"2.30+0.20 ₣ - French franc";"Red";"timbre"
2634;1990;"Charles de Gaulle (1890-1970)";"2.30 ₣ - French franc";"Black | Blue | Violet";"timbre"
"2634a";1990;"Charles de Gaulle (1890-1970)";"2.30 ₣ - French franc";"Black | Blue | Violet pink";"timbre"
2635;1990;"Odilon Redon - Profile of Women";"5 ₣ - French franc";"Multicolor";"timbre"
2636;1990;"Auguste Rodin Cambodian seat";"5 ₣ - French franc";"Multicolor";"timbre"
2637;1990;"Head of Christ Wissembourg";"5 ₣ - French franc";"Multicolor";"timbre"
2638;1990;"Max Hymans (1900-1961)";"2.30 ₣ - French franc";"Violet";"timbre"
2639;1990;"Financial Services of La Poste";"2.30+0.60 ₣ - French franc";"Blue | Multicolor";"timbre"
2640;1990;"Financial Services of La Poste";"2.30+0.60 ₣ - French franc";"Green | Multicolor";"timbre"
2641;1990;"Jean Guéhenno (1890-1978)";"3.20 ₣ - French franc";"Brown";"timbre"
2642;1990;"Macon";"2.30 ₣ - French franc";"Multicolor";"timbre"
2643;1990;"Cerizay";"3.20 ₣ - French franc";"Multicolor";"timbre"
2644;1990;"Centenary of 1 May";"2.30 ₣ - French franc";"Multicolor";"timbre"
2645;1990;"Arab World Institute";"3.80 ₣ - French franc";"Blue";"timbre"
2646;1990;"Faience de Quimper perf 12½ x 12¾";"2.30+0.60 ₣ - French franc";"Multicolor";"timbre"
"2646a";1990;"Faience de Quimper perf 13½ x 13";"2.30+0.60 ₣ - French franc";"Multicolor";"timbre"
"2646b";1990;"Faience de Quimper";"2.30+0.60 ₣ - French franc";"Multicolor";"timbre"
2647;1990;"Villefranche: Congress of the French Federation of Philateli";"2.30 ₣ - French franc";"Black | Green";"timbre"
2648;1990;"Sailing around the world- Yacht La Poste";"2.30 ₣ - French franc";"Multicolor";"timbre"
2649;1990;"French Song - Aristide Bruant";"2.30+0.50 ₣ - French franc";"Multicolor";"timbre"
2650;1990;"French Song - Maurice Chevalier";"2.30+0.50 ₣ - French franc";"Multicolor";"timbre"
2651;1990;"French Song - Tino Rossi";"2.30+0.50 ₣ - French franc";"Multicolor";"timbre"
2652;1990;"French Song - Edith Piaf";"2.30+0.50 ₣ - French franc";"Multicolor";"timbre"
2653;1990;"French Song - Jacques Brel";"2.30+0.50 ₣ - French franc";"Multicolor";"timbre"
2654;1990;"French Song - Georges Brassens";"2.30+0.50 ₣ - French franc";"Multicolor";"timbre"
2656;1990;"De Gaulles Call for French Resistance, 50th anniversary";"2.30 ₣ - French franc";"Multicolor";"timbre"
2657;1990;"Church St. Peter et Paul, Cluny";"2.30 ₣ - French franc";"Multicolor";"timbre"
2658;1990;"Briare Canal Bridge";"2.30 ₣ - French franc";"Multicolor";"timbre"
2659;1990;"Flaran Abbey (Gers)";"3.80 ₣ - French franc";"Multicolor";"timbre"
2660;1990;"Cap Canaille in Cassis";"3.80 ₣ - French franc";"Multicolor";"timbre"
2661;1990;"The France-Brazil house in Rio de Janeiro";"3.20 ₣ - French franc";"Multicolor";"timbre"
2662;1990;"Fiftieth anniversary of the National Geographic Institute";"2.30 ₣ - French franc";"Blue | Green";"timbre"
2663;1990;"Roach (Rutilus rutilus)";"2 ₣ - French franc";"Multicolor";"timbre"
2664;1990;"European Perch (Perca fluviatilis)";"3 ₣ - French franc";"Multicolor";"timbre"
2665;1990;"Atlantic Salmon (Salmo salar)";"4 ₣ - French franc";"Multicolor";"timbre"
2666;1990;"Northern Pike (Esox lucius)";"5 ₣ - French franc";"Multicolor";"timbre"
2667;1990;"French Revolution - Gaspar Monge, comte de Péluse (1746-1818";"2.50 ₣ - French franc";"Multicolor";"timbre"
2668;1990;"French Revolution - Abbe Gregoire (1750-1831)";"2.50 ₣ - French franc";"Multicolor";"timbre"
2669;1990;"French Revolution - Flag Tricolore creation";"2.50 ₣ - French franc";"Multicolor";"timbre"
2670;1990;"French Revolution - Creating French Departments";"2.50 ₣ - French franc";"Multicolor";"timbre"
2671;1990;"Maurice Genevoix";"2.30 ₣ - French franc";"Green";"timbre"
2672;1990;"Roger Bissiere Yellow and gray";"5 ₣ - French franc";"Multicolor";"timbre"
2673;1990;"OCDE 30th Anniversary";"3.20 ₣ - French franc";"Blue";"timbre"
2674;1990;"Olympic Games Courchevel - Jump";"2.30+0.20 ₣ - French franc";"Red";"timbre"
2675;1990;"Olympic Games Speed ​​skiing - demo - Les Arcs";"2.30+0.20 ₣ - French franc";"Red";"timbre"
2676;1991;"Olympic Games: Slalom - Les Ménuires";"2.30+0.20 ₣ - French franc";"Multicolor";"timbre"
2677;1991;"Olympic Games: Hockey - Méribel";"2.30+0.20 ₣ - French franc";"Multicolor";"timbre"
2678;1991;"Cross Country Skiing - Les Saisies";"2.30+0.20 ₣ - French franc";"Multicolor";"timbre"
2679;1991;"Olympic Games - Luge - La Plagne";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
"2679a";1992;"Olympic Games - Sledge - La Plagne";"2.50+0.20 French centime";"Multicolor";"timbre"
2680;1991;"Olympic Games : Curling Demonstration - Pralognan";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
"2680a";1992;"Olympic Games - Curling Demonstration - Pralognan";"2.50+0.20 French centime";"Multicolor";"timbre"
2681;1991;"Paul Éluard (1895-1952)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2682;1991;"André Breton (1896-1966)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2683;1991;"Louis Aragon (1897-1982)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2684;1991;"Francis Ponge (1899-1988)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2685;1991;"Jacques Prévert (1900-1977)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2686;1991;"René Char (1907-1988)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2688;1991;"The trades of the mail: postal sorting";"2.50+0.60 ₣ - French franc";"Blue | Multicolor";"timbre"
2689;1991;"The trades of the mail: postal sorting";"2.50+0.60 ₣ - French franc";"Lilac | Multicolor";"timbre"
2690;1991;"Stamp Exhibition PHILEX-JEUNES 91: Cholet";"2.50 ₣ - French franc";"Multicolor";"timbre"
2691;1991;"350 years National Printing";"4 ₣ - French franc";"Multicolor";"timbre"
2692;1991;"Auguste Renoir (1841-1919) The Swing";"5 ₣ - French franc";"Multicolor";"timbre"
2693;1991;"Georges Seurat The black bow";"5 ₣ - French franc";"Black | Orange yellow";"timbre"
2694;1991;"Lépine contest 90th anniversary";"4 ₣ - French franc";"Multicolor";"timbre"
2695;1991;"Wolfgang Amadeus Mozart (1756-1791)";"2.50 ₣ - French franc";"Multicolor";"timbre"
2696;1991;"Ariane Rocket and Map of French Guiana";"2.50 ₣ - French franc";"Multicolor";"timbre"
2697;1991;"TDF-1 Broadcasting Satellite, Eyes and Globe";"3.50 ₣ - French franc";"Multicolor";"timbre"
2698;1991;"Perpignan: Congress of the French Federation of Philatelic S";"2.50 ₣ - French franc";"Multicolor";"timbre"
2699;1991;"Roland Garros 1991: Centenary Tournament";"3.50 ₣ - French franc";"Multicolor";"timbre"
2700;1991;"La Tour d´Auvergne (1743-1800)";"2.50 ₣ - French franc";"Multicolor";"timbre"
2701;1991;"Planting of the tree of Liberty";"2.50 ₣ - French franc";"Multicolor";"timbre"
2702;1991;"Bicentenary of the National Gendarmerie";"2.50 ₣ - French franc";"Multicolor";"timbre"
2703;1991;"Saint-Just (1767-1794)";"2.50 ₣ - French franc";"Multicolor";"timbre"
2704;1991;"Bridge of Cheviré, Nantes";"2.50 ₣ - French franc";"Multicolor";"timbre"
2705;1991;"Castle of Carennac";"2.50 ₣ - French franc";"Multicolor";"timbre"
2706;1991;"Organ of St Nicholass, Wasquehal";"4 ₣ - French franc";"Brown black | Ochre";"timbre"
2707;1991;"Munster Valley - Vosges";"4 ₣ - French franc";"Dark grey violet";"timbre"
2708;1991;"Gaston Fébus (1331-1391)";"2.50 ₣ - French franc";"Multicolor";"timbre"
2709;1991;"Olympic Games- Tignes - Freestyle Skiing";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
"2709a";1992;"Olympic Games - Tignes- Freestyle Skiing";"2.50+0.20 French centime";"Multicolor";"timbre"
2710;1991;"Olympic Games- Alpine Skiing - Val dIsere";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
"2710a";1992;"Olympic Games - Alpin Skiing - Val dIsere";"2.50+0.20 French centime";"Multicolor";"timbre"
2711;1991;"Marianne of Briat";"D º - No Face Value";"Dark yellowish green";"timbre"
2712;1991;"Marianne of Briat";"D º - No Face Value";"Bright carmine red";"timbre"
2714;1991;"Marianne of Briat";"2.20 ₣ - French franc";"Dark yellowish green";"timbre"
2715;1991;"Marianne of Briat";"2.50 ₣ - French franc";"Bright carmine red";"timbre"
"2715a";1991;"Marianne of Briat with label";"2.50 ₣ - French franc";"Red";"timbre"
2716;1991;"Marianne of Briat";"3.40 ₣ - French franc";"Dark cobalt";"timbre"
2717;1991;"Marianne of Briat";"4 ₣ - French franc";"Carmine lilac";"timbre"
2718;1991;"Marianne of Briat coil stamp";"2.20 ₣ - French franc";"Dark yellowish green";"timbre"
2719;1991;"Marianne of Briat coil stamp";"2.50 ₣ - French franc";"Bright carmine red";"timbre"
2721;1991;"Brown Bear (Ursus arctos)";"2 ₣ - French franc";"Multicolor";"timbre"
2722;1991;"Hermanns Tortoise (Testudo hermanni)";"3 ₣ - French franc";"Multicolor";"timbre"
2723;1991;"Eurasian Beaver (Castor fiber)";"4 ₣ - French franc";"Multicolor";"timbre"
2724;1991;"Common Kingfisher (Alcedo atthis)";"5 ₣ - French franc";"Multicolor";"timbre"
2725;1991;"10 th World Forestry Congress - Paris";"2.50 ₣ - French franc";"Multicolor";"timbre"
2726;1991;"Centenary of the Special School of Public Works";"2.50 ₣ - French franc";"Multicolor";"timbre"
2727;1991;"Max Ernst (1891-1976) After we motherhood";"2.50 ₣ - French franc";"Multicolor";"timbre"
2728;1991;"Amnesty International";"3.40 ₣ - French franc";"Multicolor";"timbre"
2729;1991;"75th Birth Anniversary of Marcel Cerdan (1916-1949)";"2.50 ₣ - French franc";"Black";"timbre"
2730;1991;"François Rouan: Voltafaccia";"5 ₣ - French franc";"Black";"timbre"
2731;1991;"Roberto Matta, O blackboard";"5 ₣ - French franc";"Multicolor";"timbre"
2732;1991;"Stylized Flame";"2.50 ₣ - French franc";"Multicolor";"timbre"
2733;1991;"Harbour of Toulon";"2.50+0.60 ₣ - French franc";"Multicolor";"timbre"
"2733a";1991;"Harbour of Toulon";"2.50+0.60 ₣ - French franc";"Multicolor";"timbre"
2734;1991;"5th Paralympic Games, Tignes";"2.50 ₣ - French franc";"Bright violet ultramarine";"timbre"
2735;1991;"150th anniversary of the annexation voluntary Mayotte to Fra";"2.50 ₣ - French franc";"Multicolor";"timbre"
2736;1992;"Expo 92 Worlds Fair, Seville";"2.50 ₣ - French franc";"Blue";"timbre"
2737;1992;"figure skating Olympic Games- Albertville";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
2738;1992;"Jump - Courchevel-  Olympic Games- Albertville";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
2739;1992;"Downhiller-demo - Les Arcs. Olympic Games- Albertville";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
2740;1992;"Slalom - Les Menuires . Olympic Games- Albertville";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
2741;1992;"Hockey - Méribel . Olympic Games- Albertville";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
2742;1992;"Cross Country Skiing - Les Saisies";"2.50+0.20 ₣ - French franc";"Multicolor";"timbre"
2743;1992;"Careers in Post - Welcome";"2.50+0.60 ₣ - French franc";"Multicolor";"timbre"
"2743a";1992;"Accueil Post Office - (imperforate)";"2.50+0.60 ₣ - French franc";"Multicolor";"timbre"
2744;1992;"Careers in Post - Welcome";"2.50+0.60 ₣ - French franc";"Multicolor";"timbre"
2745;1992;"Summer Olympic Games in Barcelona";"2.50 ₣ - French franc";"Multicolor";"timbre"
2746;1992;"Marguerite dAngoulême (1492-1549) Painted by Clouet";"3.40 ₣ - French franc";"Multicolor";"timbre"
2747;1992;"César Franck (1822-1890)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2748;1992;"Erik Satie (1866-1925)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2749;1992;"Florent Schmitt (1870 - 1958)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2750;1992;"Arthur Honegger (1892-1955)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2751;1992;"Georges Auric (1899-1983)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2752;1992;"Germaine Tailleferre (1892-1983)";"2.50+0.50 ₣ - French franc";"Multicolor";"timbre"
2754;1992;"BOTTICELLI (1445-1510) 1492 Foundation of Ajaccio";"4 ₣ - French franc";"Multicolor";"timbre"
2755;1992;"C.E.P.T.- 500th Anniversary of the Discovery of America";"2.50 ₣ - French franc";"Multicolor";"timbre"
2756;1992;"C.E.P.T.- 500th Anniversary of the Discovery of America";"3.40 ₣ - French franc";"Multicolor";"timbre"
2757;1992;"Bread and cereals: International Congress";"3.40 ₣ - French franc";"Multicolor";"timbre"
2758;1992;"Niort: Congress of the French Federation of Philatelic Socie";"2.50 ₣ - French franc";"Multicolor";"timbre"
2759;1992;"The man Tautavel";"3.40 ₣ - French franc";"Multicolor";"timbre"
2760;1992;"Olympic Games - Albertville and Barcelona";"2.50 ₣ - French franc";"Multicolor";"timbre"
2761;1992;"Jacques Callot: Portrait of Claude Deruet";"5 ₣ - French franc";"Multicolor";"timbre"
